7.300000,0.429133,0.112560,0.282672
7.350000,0.429128,0.112725,0.282655
7.400000,0.429126,0.113015,0.282651
7.450000,0.429125,0.113441,0.282654
7.500000,0.429125,0.114009,0.282663
7.550000,0.429125,0.114671,0.282679
7.600000,0.429124,0.115367,0.282701
7.650000,0.429124,0.116073,0.282730
7.700000,0.429124,0.116784,0.282766
7.750000,0.429124,0.117495,0.282808
7.800000,0.429124,0.118207,0.282856
7.850000,0.429124,0.118918,0.282910
7.900000,0.429125,0.119629,0.282971
7.950000,0.429125,0.120339,0.283038
8.000000,0.429125,0.121049,0.283110
8.050000,0.429125,0.121758,0.283189
8.100000,0.429125,0.122466,0.283274
8.150001,0.429125,0.123173,0.283366
8.200000,0.429125,0.123880,0.283463
8.250000,0.429125,0.124586,0.283567
8.300000,0.429126,0.125291,0.283677
8.350000,0.429126,0.125995,0.283793
8.400001,0.429126,0.126698,0.283915
8.450000,0.429126,0.127399,0.284043
8.500000,0.429126,0.128100,0.284178
8.550000,0.429126,0.128800,0.284318
8.600000,0.429127,0.129498,0.284465
8.650001,0.429127,0.130195,0.284618
8.700000,0.429127,0.130890,0.284776
8.750000,0.429127,0.131585,0.284941
8.800000,0.429128,0.132277,0.285113
8.850000,0.429128,0.132968,0.285289
8.900001,0.429128,0.133658,0.285473
8.950000,0.429128,0.134346,0.285661
9.000000,0.429128,0.135032,0.285856
9.050000,0.429129,0.135717,0.286057
9.100000,0.429129,0.136399,0.286264
9.150001,0.429129,0.137080,0.286477
9.200000,0.429130,0.137759,0.286696
9.250000,0.429130,0.138437,0.286920
9.300000,0.429130,0.139112,0.287151
9.350000,0.429131,0.139785,0.287388
9.400001,0.429131,0.140456,0.287630
9.450000,0.429131,0.141125,0.287878
9.500000,0.429132,0.141792,0.288132
9.550000,0.429132,0.142457,0.288391
9.600000,0.429133,0.143119,0.288657
9.650001,0.429133,0.143779,0.288928
9.700000,0.429134,0.144436,0.289205
9.750000,0.429134,0.145091,0.289488
9.800000,0.429135,0.145744,0.289776
9.850000,0.429135,0.146394,0.290070
9.900001,0.429135,0.147041,0.290370
9.950000,0.429136,0.147686,0.290676
10.000000,0.429136,0.148328,0.290987
10.050000,0.429137,0.148967,0.291304
10.100000,0.429137,0.149604,0.291626
10.150001,0.429138,0.150237,0.291954
10.200000,0.429138,0.150868,0.292287
10.250000,0.429139,0.151496,0.292626
10.300000,0.429140,0.152120,0.292970
10.350000,0.429140,0.152742,0.293320
10.400001,0.429141,0.153361,0.293675
10.450000,0.429141,0.153977,0.294035
10.500000,0.429142,0.154589,0.294401
10.550000,0.429143,0.155198,0.294772
10.600000,0.429143,0.155805,0.295149
10.650001,0.429144,0.156407,0.295531
10.700000,0.429145,0.157007,0.295918
10.750000,0.429145,0.157603,0.296310
10.800000,0.429146,0.158195,0.296707
10.850000,0.429147,0.158784,0.297110
10.900001,0.429147,0.159370,0.297518
10.950000,0.429148,0.159952,0.297930
11.000000,0.429148,0.160530,0.298348
11.050000,0.429149,0.161105,0.298771
11.100000,0.429150,0.161676,0.299199
11.150001,0.429150,0.162243,0.299631
11.200000,0.429151,0.162806,0.300069
11.250000,0.429152,0.163366,0.300512
11.300000,0.429153,0.163922,0.300959
11.350000,0.429153,0.164473,0.301412
11.400001,0.429154,0.165021,0.301869
11.450000,0.429155,0.165565,0.302331
11.500000,0.429156,0.166105,0.302798
11.550000,0.429156,0.166640,0.303269
11.600000,0.429157,0.167171,0.303745
11.650001,0.429158,0.167699,0.304225
11.700000,0.429159,0.168222,0.304711
